Complex,Yeast_Balanced,Yeast_Concordant,Yeast_Singleton,Yeast_Total,Yeast_Dominant,Yeast_Score,Outgroup_Balanced,Outgroup_Concordant,Outgroup_Singleton,Outgroup_Total,Outgroup_Dominant,Outgroup_Score
M_s_3584__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3036__91__erm__93__+M_s_3428__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_2968__91__erm__93__+M_s_3211__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_2974__91__erm__93__+M_s_3195__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,2,9,11,Singleton,0.8181818181818182
M_s_3591__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3585__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3036__91__erm__93__+M_s_3429__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_3590__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3586__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_2968__91__erm__93__+M_s_3212__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3214__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_2973__91__erm__93__+M_s_3207__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_0635__91__lp__93__+M_s_2842__91__lp__93__+M_s_2851__91__lp__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_3588__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3037__91__erm__93__+M_s_3431__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_2967__91__erm__93__+M_s_3214__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_2967__91__erm__93__+M_s_3191__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,0,11,11,Singleton,1.0
M_s_3035__91__erm__93__+M_s_3424__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,0,11,11,Singleton,1.0
M_s_3589__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_3035__91__erm__93__+M_s_3431__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,3,8,11,Singleton,0.7272727272727273
M_s_2969__91__erm__93__+M_s_3191__91__erm__93__,0,72,260,332,Singleton,0.7831325301204819,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2840__91__lp__93__+M_s_2850__91__lp__93__,0,72,260,332,Singleton,0.7831325301204819,0,1,10,11,Singleton,0.9090909090909091
M_s_2973__91__erm__93__+M_s_3213__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,3,8,11,Singleton,0.7272727272727273
M_s_3019__91__erm__93__+M_s_3428__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,0,11,11,Singleton,1.0
M_s_3041__91__erm__93__+M_s_3430__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,3,8,11,Singleton,0.7272727272727273
M_s_2970__91__erm__93__+M_s_3211__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_2967__91__erm__93__+M_s_3207__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,0,11,11,Singleton,1.0
M_s_3019__91__erm__93__+M_s_3429__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,1,10,11,Singleton,0.9090909090909091
M_s_0390__91__c__93__,0,73,259,332,Singleton,0.7801204819277109,0,0,11,11,Singleton,1.0
M_s_2970__91__erm__93__+M_s_3208__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_3024__91__erm__93__+M_s_3424__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_0794__91__c__93__+M_s_0965__91__c__93__,0,73,259,332,Singleton,0.7801204819277109,0,3,8,11,Singleton,0.7272727272727273
M_s_3022__91__erm__93__+M_s_3429__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_2974__91__erm__93__+M_s_3209__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3181__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_3038__91__erm__93__+M_s_3428__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_3026__91__erm__93__+M_s_3430__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,2,9,11,Singleton,0.8181818181818182
M_s_2967__91__erm__93__+M_s_3208__91__erm__93__,0,73,259,332,Singleton,0.7801204819277109,0,1,10,11,Singleton,0.9090909090909091
M_s_2789__91__erm__93__+M_s_2974__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,3,8,11,Singleton,0.7272727272727273
M_s_2971__91__erm__93__+M_s_3209__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_3019__91__erm__93__+M_s_3431__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3187__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_0635__91__lp__93__+M_s_2842__91__lp__93__+M_s_2853__91__lp__93__,0,74,258,332,Singleton,0.7771084337349398,0,2,9,11,Singleton,0.8181818181818182
M_s_3023__91__erm__93__+M_s_3430__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_2967__91__erm__93__+M_s_3210__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_2967__91__erm__93__+M_s_3197__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_2967__91__erm__93__+M_s_3209__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,3,8,11,Singleton,0.7272727272727273
M_s_2974__91__erm__93__+M_s_3208__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,2,9,11,Singleton,0.8181818181818182
M_s_3021__91__erm__93__+M_s_3426__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_3026__91__erm__93__+M_s_3429__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,2,9,11,Singleton,0.8181818181818182
M_s_3019__91__erm__93__+M_s_3430__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,3,8,11,Singleton,0.7272727272727273
M_s_3035__91__erm__93__+M_s_3427__91__erm__93__,0,74,258,332,Singleton,0.7771084337349398,0,1,10,11,Singleton,0.9090909090909091
M_s_0531__91__lp__93__+M_s_2840__91__lp__93__+M_s_2852__91__lp__93__,0,74,258,332,Singleton,0.7771084337349398,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3187__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,1,10,11,Singleton,0.9090909090909091
M_s_2789__91__erm__93__+M_s_2973__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,3,8,11,Singleton,0.7272727272727273
M_s_0122__91__c__93__+M_s_1207__91__c__93__,0,257,75,332,Concordant,0.7740963855421686,0,10,1,11,Concordant,0.9090909090909091
M_s_3020__91__erm__93__+M_s_3430__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,2,9,11,Singleton,0.8181818181818182
M_s_3024__91__erm__93__+M_s_3426__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,1,10,11,Singleton,0.9090909090909091
M_s_3022__91__erm__93__+M_s_3428__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,2,9,11,Singleton,0.8181818181818182
M_s_0531__91__lp__93__+M_s_2840__91__lp__93__+M_s_2848__91__lp__93__,0,75,257,332,Singleton,0.7740963855421686,0,1,10,11,Singleton,0.9090909090909091
M_s_0635__91__lp__93__+M_s_2842__91__lp__93__+M_s_2849__91__lp__93__,0,75,257,332,Singleton,0.7740963855421686,0,1,10,11,Singleton,0.9090909090909091
M_s_2970__91__erm__93__+M_s_3207__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,2,9,11,Singleton,0.8181818181818182
M_s_2968__91__erm__93__+M_s_3209__91__erm__93__,0,75,257,332,Singleton,0.7740963855421686,0,2,9,11,Singleton,0.8181818181818182
M_s_3025__91__erm__93__+M_s_3431__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,3,8,11,Singleton,0.7272727272727273
M_s_2973__91__erm__93__+M_s_3210__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,3,8,11,Singleton,0.7272727272727273
M_s_3038__91__erm__93__+M_s_3424__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,0,11,11,Singleton,1.0
M_s_3020__91__erm__93__+M_s_3427__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,5,6,11,Singleton,0.5454545454545454
M_s_0794__91__c__93__+M_s_1035__91__c__93__,0,76,256,332,Singleton,0.7710843373493976,0,2,9,11,Singleton,0.8181818181818182
M_s_3040__91__erm__93__+M_s_3429__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,2,9,11,Singleton,0.8181818181818182
M_s_3037__91__erm__93__+M_s_3429__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,4,7,11,Singleton,0.6363636363636364
M_s_2968__91__erm__93__+M_s_3189__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,5,6,11,Singleton,0.5454545454545454
M_s_2969__91__erm__93__+M_s_3212__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,4,7,11,Singleton,0.6363636363636364
M_s_2971__91__erm__93__+M_s_3213__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,2,9,11,Singleton,0.8181818181818182
M_s_2970__91__erm__93__+M_s_3191__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,0,11,11,Singleton,1.0
M_s_3039__91__erm__93__+M_s_3430__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3212__91__erm__93__,0,76,256,332,Singleton,0.7710843373493976,0,2,9,11,Singleton,0.8181818181818182
M_s_0794__91__c__93__+M_s_1056__91__c__93__,0,77,255,332,Singleton,0.7680722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_2972__91__erm__93__+M_s_3207__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,2,9,11,Singleton,0.8181818181818182
M_s_2971__91__erm__93__+M_s_3207__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_2789__91__erm__93__+M_s_2833__91__erm__93__+M_s_2834__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3207__91__erm__93__,0,255,77,332,Concordant,0.7680722891566265,0,9,2,11,Concordant,0.8181818181818182
M_s_3041__91__erm__93__+M_s_3424__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,3,8,11,Singleton,0.7272727272727273
M_s_3025__91__erm__93__+M_s_3424__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_2973__91__erm__93__+M_s_3191__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,3,8,11,Singleton,0.7272727272727273
M_s_2973__91__erm__93__+M_s_3181__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_3024__91__erm__93__+M_s_3428__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,2,9,11,Singleton,0.8181818181818182
M_s_0943__91__c__93__,0,255,77,332,Concordant,0.7680722891566265,0,10,1,11,Concordant,0.9090909090909091
M_s_3023__91__erm__93__+M_s_3428__91__erm__93__,0,77,255,332,Singleton,0.7680722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_2974__91__erm__93__+M_s_3212__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,0,11,11,Singleton,1.0
M_s_3035__91__erm__93__+M_s_3426__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,2,9,11,Singleton,0.8181818181818182
M_s_2970__91__erm__93__+M_s_3210__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,0,11,11,Singleton,1.0
M_s_3042__91__erm__93__+M_s_3429__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,0,11,11,Singleton,1.0
M_s_2970__91__erm__93__+M_s_3197__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,4,7,11,Singleton,0.6363636363636364
M_s_0376__91__m__93__+M_s_0993__91__m__93__,0,78,254,332,Singleton,0.7650602409638554,0,2,9,11,Singleton,0.8181818181818182
M_s_3038__91__erm__93__+M_s_3427__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,4,7,11,Singleton,0.6363636363636364
M_s_3041__91__erm__93__+M_s_3427__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,4,7,11,Singleton,0.6363636363636364
M_s_2970__91__erm__93__+M_s_3189__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,1,10,11,Singleton,0.9090909090909091
M_s_2973__91__erm__93__+M_s_3211__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,5,6,11,Singleton,0.5454545454545454
M_s_2972__91__erm__93__+M_s_3189__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,3,8,11,Singleton,0.7272727272727273
M_s_3041__91__erm__93__+M_s_3428__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,5,6,11,Singleton,0.5454545454545454
M_s_2973__91__erm__93__+M_s_3197__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,4,7,11,Singleton,0.6363636363636364
M_s_3022__91__erm__93__+M_s_3431__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,0,11,11,Singleton,1.0
M_s_3024__91__erm__93__+M_s_3427__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,3,8,11,Singleton,0.7272727272727273
M_s_3022__91__erm__93__+M_s_3427__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,1,10,11,Singleton,0.9090909090909091
M_s_2967__91__erm__93__+M_s_3195__91__erm__93__,0,78,254,332,Singleton,0.7650602409638554,0,2,9,11,Singleton,0.8181818181818182
M_s_3022__91__erm__93__+M_s_3430__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,3,8,11,Singleton,0.7272727272727273
M_s_1192__91__m__93__,0,79,253,332,Singleton,0.7620481927710844,0,2,9,11,Singleton,0.8181818181818182
M_s_3026__91__erm__93__+M_s_3425__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,2,9,11,Singleton,0.8181818181818182
M_s_0386__91__c__93__+M_s_1012__91__c__93__,0,79,253,332,Singleton,0.7620481927710844,0,1,10,11,Singleton,0.9090909090909091
M_s_2970__91__erm__93__+M_s_3209__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,3,8,11,Singleton,0.7272727272727273
M_s_3025__91__erm__93__+M_s_3429__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,3,8,11,Singleton,0.7272727272727273
M_s_2973__91__erm__93__+M_s_3208__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,3,8,11,Singleton,0.7272727272727273
M_s_2969__91__erm__93__+M_s_3207__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,2,9,11,Singleton,0.8181818181818182
M_s_2974__91__erm__93__+M_s_3185__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,2,9,11,Singleton,0.8181818181818182
M_s_3021__91__erm__93__+M_s_3428__91__erm__93__,0,79,253,332,Singleton,0.7620481927710844,0,2,9,11,Singleton,0.8181818181818182
M_s_3036__91__erm__93__+M_s_3426__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,2,9,11,Singleton,0.8181818181818182
M_s_3020__91__erm__93__+M_s_3429__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,2,9,11,Singleton,0.8181818181818182
M_s_2968__91__erm__93__+M_s_3195__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,2,9,11,Singleton,0.8181818181818182
M_s_3040__91__erm__93__+M_s_3427__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_3037__91__erm__93__+M_s_3428__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,3,8,11,Singleton,0.7272727272727273
M_s_3038__91__erm__93__+M_s_3429__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3211__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,3,8,11,Singleton,0.7272727272727273
M_s_2970__91__erm__93__+M_s_3212__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_3035__91__erm__93__+M_s_3429__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,0,11,11,Singleton,1.0
M_s_2967__91__erm__93__+M_s_3189__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3197__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_3039__91__erm__93__+M_s_3431__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,0,11,11,Singleton,1.0
M_s_2973__91__erm__93__+M_s_3185__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,4,7,11,Singleton,0.6363636363636364
M_s_3042__91__erm__93__+M_s_3428__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,4,7,11,Singleton,0.6363636363636364
M_s_2971__91__erm__93__+M_s_3214__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,0,11,11,Singleton,1.0
M_s_2967__91__erm__93__+M_s_3212__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,0,11,11,Singleton,1.0
M_s_3022__91__erm__93__+M_s_3426__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_2974__91__erm__93__+M_s_3211__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,4,7,11,Singleton,0.6363636363636364
M_s_3042__91__erm__93__+M_s_3431__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_2974__91__erm__93__+M_s_3214__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_2970__91__erm__93__+M_s_3187__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_3019__91__erm__93__+M_s_3427__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,2,9,11,Singleton,0.8181818181818182
M_s_2968__91__erm__93__+M_s_3208__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,2,9,11,Singleton,0.8181818181818182
2_M_s_0709__91__m__93__+1.266_M_s_0799__91__m__93__+M_s_1535__91__m__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_3025__91__erm__93__+M_s_3425__91__erm__93__,0,80,252,332,Singleton,0.7590361445783133,0,4,7,11,Singleton,0.6363636363636364
2_M_s_0710__91__m__93__+2.532_M_s_0794__91__c__93__+M_s_1537__91__m__93__,0,80,252,332,Singleton,0.7590361445783133,0,1,10,11,Singleton,0.9090909090909091
M_s_3035__91__erm__93__+M_s_3430__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_3023__91__erm__93__+M_s_3427__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,3,8,11,Singleton,0.7272727272727273
M_s_3036__91__erm__93__+M_s_3430__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_2967__91__erm__93__+M_s_3213__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_2973__91__erm__93__+M_s_3212__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,1,10,11,Singleton,0.9090909090909091
M_s_3038__91__erm__93__+M_s_3431__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_2974__91__erm__93__+M_s_3189__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_2971__91__erm__93__+M_s_3189__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,3,8,11,Singleton,0.7272727272727273
M_s_1568__91__ce__93__,81,0,251,332,Singleton,0.7560240963855421,2,0,9,11,Singleton,0.8181818181818182
M_s_2968__91__erm__93__+M_s_3197__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,1,10,11,Singleton,0.9090909090909091
M_s_3026__91__erm__93__+M_s_3427__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_3041__91__erm__93__+M_s_3429__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,1,10,11,Singleton,0.9090909090909091
M_s_3036__91__erm__93__+M_s_3427__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3213__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_3025__91__erm__93__+M_s_3427__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,3,8,11,Singleton,0.7272727272727273
M_s_2970__91__erm__93__+M_s_3214__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,2,9,11,Singleton,0.8181818181818182
M_s_2973__91__erm__93__+M_s_3189__91__erm__93__,0,81,251,332,Singleton,0.7560240963855421,0,3,8,11,Singleton,0.7272727272727273
M_s_2785__91__erm__93__+M_s_2831__91__erm__93__+M_s_2836__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3191__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_3036__91__erm__93__+M_s_3424__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3213__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_3020__91__erm__93__+M_s_3428__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,2,9,11,Singleton,0.8181818181818182
M_s_3025__91__erm__93__+M_s_3426__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_3709__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_3021__91__erm__93__+M_s_3429__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3208__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_2973__91__erm__93__+M_s_3187__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_2821__91__erm__93__+M_s_2833__91__erm__93__+M_s_2834__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,3,8,11,Singleton,0.7272727272727273
M_s_2968__91__erm__93__+M_s_3207__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,2,9,11,Singleton,0.8181818181818182
M_s_3037__91__erm__93__+M_s_3430__91__erm__93__,0,82,250,332,Singleton,0.7530120481927711,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3189__91__erm__93__,0,83,249,332,Singleton,0.75,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3214__91__erm__93__,0,83,249,332,Singleton,0.75,0,2,9,11,Singleton,0.8181818181818182
M_s_3040__91__erm__93__+M_s_3431__91__erm__93__,0,83,249,332,Singleton,0.75,0,2,9,11,Singleton,0.8181818181818182
M_s_3039__91__erm__93__+M_s_3428__91__erm__93__,0,83,249,332,Singleton,0.75,0,4,7,11,Singleton,0.6363636363636364
M_s_3022__91__erm__93__+M_s_3424__91__erm__93__,0,83,249,332,Singleton,0.75,0,4,7,11,Singleton,0.6363636363636364
M_s_2971__91__erm__93__+M_s_3211__91__erm__93__,0,83,249,332,Singleton,0.75,0,4,7,11,Singleton,0.6363636363636364
M_s_3021__91__erm__93__+M_s_3427__91__erm__93__,0,83,249,332,Singleton,0.75,0,2,9,11,Singleton,0.8181818181818182
M_s_2970__91__erm__93__+M_s_3181__91__erm__93__,0,83,249,332,Singleton,0.75,0,4,7,11,Singleton,0.6363636363636364
M_s_2789__91__erm__93__+M_s_2970__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_2970__91__erm__93__+M_s_3213__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3193__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,3,8,11,Singleton,0.7272727272727273
M_s_3021__91__erm__93__+M_s_3425__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,0,11,11,Singleton,1.0
M_s_3038__91__erm__93__+M_s_3430__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_2971__91__erm__93__+M_s_3181__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_3040__91__erm__93__+M_s_3430__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_3036__91__erm__93__+M_s_3425__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,3,8,11,Singleton,0.7272727272727273
M_s_2973__91__erm__93__+M_s_3209__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3185__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,0,11,11,Singleton,1.0
