Complex,Yeast_Balanced,Yeast_Concordant,Yeast_Singleton,Yeast_Total,Yeast_Dominant,Yeast_Score,Outgroup_Balanced,Outgroup_Concordant,Outgroup_Singleton,Outgroup_Total,Outgroup_Dominant,Outgroup_Score
M_s_3025__91__erm__93__+M_s_3430__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_2972__91__erm__93__+M_s_3213__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_3023__91__erm__93__+M_s_3424__91__erm__93__,0,84,248,332,Singleton,0.7469879518072289,0,1,10,11,Singleton,0.9090909090909091
M_s_3037__91__erm__93__+M_s_3427__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,1,10,11,Singleton,0.9090909090909091
M_s_3039__91__erm__93__+M_s_3426__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,2,9,11,Singleton,0.8181818181818182
M_s_3713__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,1,10,11,Singleton,0.9090909090909091
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3214__91__erm__93__,0,247,85,332,Concordant,0.7439759036144579,0,9,2,11,Concordant,0.8181818181818182
M_s_3021__91__erm__93__+M_s_3430__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,3,8,11,Singleton,0.7272727272727273
M_s_2969__91__erm__93__+M_s_3197__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,1,10,11,Singleton,0.9090909090909091
M_s_3042__91__erm__93__+M_s_3430__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,6,5,11,Concordant,0.5454545454545454
M_s_0709__91__m__93__+0.633_M_s_0794__91__c__93__+0.5_M_s_0807__91__m__93__,0,85,247,332,Singleton,0.7439759036144579,0,1,10,11,Singleton,0.9090909090909091
M_s_2974__91__erm__93__+M_s_3213__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,6,5,11,Concordant,0.5454545454545454
M_s_2969__91__erm__93__+M_s_3209__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,3,8,11,Singleton,0.7272727272727273
M_s_2971__91__erm__93__+M_s_3195__91__erm__93__,0,85,247,332,Singleton,0.7439759036144579,0,2,9,11,Singleton,0.8181818181818182
M_s_3023__91__erm__93__+M_s_3429__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,3,8,11,Singleton,0.7272727272727273
M_s_3035__91__erm__93__+M_s_3425__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,1,10,11,Singleton,0.9090909090909091
M_s_2974__91__erm__93__+M_s_3181__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,4,7,11,Singleton,0.6363636363636364
M_s_2967__91__erm__93__+M_s_3193__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,1,10,11,Singleton,0.9090909090909091
M_s_2791__91__erm__93__+M_s_2971__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,4,7,11,Singleton,0.6363636363636364
M_s_2970__91__erm__93__+M_s_3185__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,2,9,11,Singleton,0.8181818181818182
M_s_2971__91__erm__93__+M_s_3208__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,3,8,11,Singleton,0.7272727272727273
M_s_3026__91__erm__93__+M_s_3424__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,4,7,11,Singleton,0.6363636363636364
M_s_3022__91__erm__93__+M_s_3425__91__erm__93__,0,86,246,332,Singleton,0.7409638554216867,0,2,9,11,Singleton,0.8181818181818182
M_s_2819__91__erm__93__+M_s_2833__91__erm__93__+M_s_2834__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,3,8,11,Singleton,0.7272727272727273
M_s_2789__91__erm__93__+M_s_2967__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,5,6,11,Singleton,0.5454545454545454
M_s_0794__91__c__93__+M_s_1039__91__c__93__,0,87,245,332,Singleton,0.7379518072289156,0,1,10,11,Singleton,0.9090909090909091
M_s_3023__91__erm__93__+M_s_3431__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,1,10,11,Singleton,0.9090909090909091
M_s_2971__91__erm__93__+M_s_3210__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,1,10,11,Singleton,0.9090909090909091
M_s_3026__91__erm__93__+M_s_3426__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,2,9,11,Singleton,0.8181818181818182
M_s_0027__91__m__93__+M_s_0799__91__m__93__,0,87,245,332,Singleton,0.7379518072289156,0,1,10,11,Singleton,0.9090909090909091
M_s_2974__91__erm__93__+M_s_3187__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,2,9,11,Singleton,0.8181818181818182
M_s_3019__91__erm__93__+M_s_3425__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,2,9,11,Singleton,0.8181818181818182
M_s_2967__91__erm__93__+M_s_3185__91__erm__93__,0,87,245,332,Singleton,0.7379518072289156,0,2,9,11,Singleton,0.8181818181818182
M_s_2789__91__erm__93__+M_s_2972__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,4,7,11,Singleton,0.6363636363636364
M_s_2974__91__erm__93__+M_s_3191__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,3,8,11,Singleton,0.7272727272727273
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0782__91__c__93__+2_M_s_0794__91__c__93__+M_s_0991__91__c__93__,0,88,244,332,Singleton,0.7349397590361446,0,2,9,11,Singleton,0.8181818181818182
M_s_2973__91__erm__93__+M_s_3214__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,2,9,11,Singleton,0.8181818181818182
M_s_3042__91__erm__93__+M_s_3425__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,3,8,11,Singleton,0.7272727272727273
M_s_0794__91__c__93__+M_s_1045__91__c__93__,0,88,244,332,Singleton,0.7349397590361446,0,3,8,11,Singleton,0.7272727272727273
M_s_2974__91__erm__93__+M_s_3193__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,3,8,11,Singleton,0.7272727272727273
M_s_3041__91__erm__93__+M_s_3431__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,2,9,11,Singleton,0.8181818181818182
M_s_2785__91__erm__93__+M_s_2831__91__erm__93__+M_s_2839__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,3,8,11,Singleton,0.7272727272727273
M_s_3042__91__erm__93__+M_s_3424__91__erm__93__,0,88,244,332,Singleton,0.7349397590361446,0,3,8,11,Singleton,0.7272727272727273
M_s_3019__91__erm__93__+M_s_3424__91__erm__93__,0,89,243,332,Singleton,0.7319277108433735,0,3,8,11,Singleton,0.7272727272727273
M_s_2967__91__erm__93__+M_s_3181__91__erm__93__,0,89,243,332,Singleton,0.7319277108433735,0,3,8,11,Singleton,0.7272727272727273
M_s_3038__91__erm__93__+M_s_3425__91__erm__93__,0,89,243,332,Singleton,0.7319277108433735,0,1,10,11,Singleton,0.9090909090909091
M_s_2970__91__erm__93__+M_s_3193__91__erm__93__,0,89,243,332,Singleton,0.7319277108433735,0,1,10,11,Singleton,0.9090909090909091
M_s_0027__91__m__93__+M_s_1399__91__c__93__,0,89,243,332,Singleton,0.7319277108433735,0,1,10,11,Singleton,0.9090909090909091
M_s_3039__91__erm__93__+M_s_3427__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,1,10,11,Singleton,0.9090909090909091
M_s_2968__91__erm__93__+M_s_3181__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,0,11,11,Singleton,1.0
M_s_3041__91__erm__93__+M_s_3426__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,2,9,11,Singleton,0.8181818181818182
M_s_2971__91__erm__93__+M_s_3185__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,1,10,11,Singleton,0.9090909090909091
M_s_2972__91__erm__93__+M_s_3191__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,1,10,11,Singleton,0.9090909090909091
M_s_2971__91__erm__93__+M_s_3197__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,1,10,11,Singleton,0.9090909090909091
M_s_3020__91__erm__93__+M_s_3424__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,0,11,11,Singleton,1.0
M_s_2973__91__erm__93__+M_s_3195__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3193__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,3,8,11,Singleton,0.7272727272727273
M_s_2972__91__erm__93__+M_s_3195__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,3,8,11,Singleton,0.7272727272727273
M_s_3040__91__erm__93__+M_s_3424__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,1,10,11,Singleton,0.9090909090909091
M_s_2791__91__erm__93__+M_s_2970__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,4,7,11,Singleton,0.6363636363636364
M_s_3040__91__erm__93__+M_s_3426__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,3,8,11,Singleton,0.7272727272727273
M_s_3023__91__erm__93__+M_s_3425__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,1,10,11,Singleton,0.9090909090909091
M_s_0434__91__c__93__+M_s_0750__91__c__93__+M_s_0803__91__c__93__,0,90,242,332,Singleton,0.7289156626506024,0,4,7,11,Singleton,0.6363636363636364
M_s_3040__91__erm__93__+M_s_3425__91__erm__93__,0,90,242,332,Singleton,0.7289156626506024,0,3,8,11,Singleton,0.7272727272727273
M_s_3021__91__erm__93__+M_s_3424__91__erm__93__,0,91,241,332,Singleton,0.7259036144578314,0,3,8,11,Singleton,0.7272727272727273
M_s_2971__91__erm__93__+M_s_3187__91__erm__93__,0,91,241,332,Singleton,0.7259036144578314,0,1,10,11,Singleton,0.9090909090909091
M_s_2969__91__erm__93__+M_s_3181__91__erm__93__,0,91,241,332,Singleton,0.7259036144578314,0,3,8,11,Singleton,0.7272727272727273
M_s_3023__91__erm__93__+M_s_3426__91__erm__93__,0,91,241,332,Singleton,0.7259036144578314,0,1,10,11,Singleton,0.9090909090909091
M_s_2791__91__erm__93__+M_s_2967__91__erm__93__,0,91,241,332,Singleton,0.7259036144578314,0,3,8,11,Singleton,0.7272727272727273
M_s_2972__91__erm__93__+M_s_3210__91__erm__93__,0,92,240,332,Singleton,0.7228915662650602,0,3,8,11,Singleton,0.7272727272727273
M_s_3024__91__erm__93__+M_s_3431__91__erm__93__,0,92,240,332,Singleton,0.7228915662650602,0,3,8,11,Singleton,0.7272727272727273
M_s_3020__91__erm__93__+M_s_3425__91__erm__93__,0,92,240,332,Singleton,0.7228915662650602,0,2,9,11,Singleton,0.8181818181818182
M_s_2968__91__erm__93__+M_s_3185__91__erm__93__,0,92,240,332,Singleton,0.7228915662650602,0,2,9,11,Singleton,0.8181818181818182
M_s_0794__91__c__93__+M_s_1029__91__c__93__,0,93,239,332,Singleton,0.7198795180722891,0,0,11,11,Singleton,1.0
M_s_3040__91__erm__93__+M_s_3428__91__erm__93__,0,93,239,332,Singleton,0.7198795180722891,0,1,10,11,Singleton,0.9090909090909091
M_s_2785__91__erm__93__+M_s_2831__91__erm__93__+M_s_2837__91__erm__93__,0,93,239,332,Singleton,0.7198795180722891,0,3,8,11,Singleton,0.7272727272727273
M_s_2972__91__erm__93__+M_s_3211__91__erm__93__,0,93,239,332,Singleton,0.7198795180722891,0,1,10,11,Singleton,0.9090909090909091
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3209__91__erm__93__,0,238,94,332,Concordant,0.7168674698795181,0,10,1,11,Concordant,0.9090909090909091
M_s_3041__91__erm__93__+M_s_3425__91__erm__93__,0,94,238,332,Singleton,0.7168674698795181,0,1,10,11,Singleton,0.9090909090909091
M_s_2791__91__erm__93__+M_s_2833__91__erm__93__+M_s_2834__91__erm__93__,0,94,238,332,Singleton,0.7168674698795181,0,2,9,11,Singleton,0.8181818181818182
M_s_2973__91__erm__93__+M_s_3193__91__erm__93__,0,94,238,332,Singleton,0.7168674698795181,0,1,10,11,Singleton,0.9090909090909091
M_s_1286__91__c__93__,93,238,1,332,Concordant,0.7168674698795181,0,3,8,11,Singleton,0.7272727272727273
M_s_0633__91__c__93__+M_s_1543__91__c__93__,0,94,238,332,Singleton,0.7168674698795181,0,0,11,11,Singleton,1.0
M_s_3038__91__erm__93__+M_s_3426__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,2,9,11,Singleton,0.8181818181818182
M_s_0204__91__c__93__+M_s_0456__91__c__93__+M_s_1212__91__c__93__,0,95,237,332,Singleton,0.713855421686747,0,5,6,11,Singleton,0.5454545454545454
M_s_3039__91__erm__93__+M_s_3424__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,3,8,11,Singleton,0.7272727272727273
M_s_2971__91__erm__93__+M_s_3191__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,3,8,11,Singleton,0.7272727272727273
M_s_2785__91__erm__93__+M_s_2831__91__erm__93__+M_s_2838__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,2,9,11,Singleton,0.8181818181818182
M_s_2970__91__erm__93__+M_s_3195__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,2,9,11,Singleton,0.8181818181818182
M_s_3024__91__erm__93__+M_s_3425__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,2,9,11,Singleton,0.8181818181818182
M_s_2972__91__erm__93__+M_s_3185__91__erm__93__,0,95,237,332,Singleton,0.713855421686747,0,2,9,11,Singleton,0.8181818181818182
M_s_2791__91__erm__93__+M_s_2974__91__erm__93__,0,96,236,332,Singleton,0.7108433734939759,0,5,6,11,Singleton,0.5454545454545454
M_s_0794__91__c__93__+M_s_1025__91__c__93__,0,98,234,332,Singleton,0.7048192771084337,0,6,5,11,Concordant,0.5454545454545454
M_s_3037__91__erm__93__+M_s_3426__91__erm__93__,0,99,233,332,Singleton,0.7018072289156626,0,2,9,11,Singleton,0.8181818181818182
M_s_2789__91__erm__93__+M_s_2969__91__erm__93__,0,99,233,332,Singleton,0.7018072289156626,0,3,8,11,Singleton,0.7272727272727273
M_s_0978__91__c__93__+M_s_1207__91__c__93__+M_s_1322__91__c__93__,0,233,99,332,Concordant,0.7018072289156626,0,7,4,11,Concordant,0.6363636363636364
M_s_2789__91__erm__93__+M_s_2971__91__erm__93__,0,99,233,332,Singleton,0.7018072289156626,0,3,8,11,Singleton,0.7272727272727273
M_s_2969__91__erm__93__+M_s_3195__91__erm__93__,0,99,233,332,Singleton,0.7018072289156626,0,2,9,11,Singleton,0.8181818181818182
M_s_2791__91__erm__93__+M_s_2973__91__erm__93__,0,99,233,332,Singleton,0.7018072289156626,0,3,8,11,Singleton,0.7272727272727273
M_s_2791__91__erm__93__+M_s_2969__91__erm__93__,0,100,232,332,Singleton,0.6987951807228916,0,4,7,11,Singleton,0.6363636363636364
M_s_2969__91__erm__93__+M_s_3193__91__erm__93__,0,100,232,332,Singleton,0.6987951807228916,0,3,8,11,Singleton,0.7272727272727273
M_s_0390__91__c__93__+2_M_s_0794__91__c__93__+M_s_1469__91__c__93__+M_s_1620__91__c__93__,0,232,100,332,Concordant,0.6987951807228916,0,5,6,11,Singleton,0.5454545454545454
M_s_3037__91__erm__93__+M_s_3425__91__erm__93__,0,100,232,332,Singleton,0.6987951807228916,0,3,8,11,Singleton,0.7272727272727273
M_s_0524__91__m__93__,0,103,229,332,Singleton,0.6897590361445783,0,4,7,11,Singleton,0.6363636363636364
M_s_0260__91__c__93__+M_s_0794__91__c__93__,0,103,229,332,Singleton,0.6897590361445783,0,3,8,11,Singleton,0.7272727272727273
M_s_2967__91__erm__93__+M_s_3187__91__erm__93__,0,104,228,332,Singleton,0.6867469879518072,0,4,7,11,Singleton,0.6363636363636364
M_s_3019__91__erm__93__+M_s_3426__91__erm__93__,0,104,228,332,Singleton,0.6867469879518072,0,4,7,11,Singleton,0.6363636363636364
M_s_0941__91__m__93__,0,105,227,332,Singleton,0.6837349397590361,0,4,7,11,Singleton,0.6363636363636364
M_s_0573__91__c__93__+M_s_0794__91__c__93__,0,106,226,332,Singleton,0.6807228915662651,0,5,6,11,Singleton,0.5454545454545454
M_s_0794__91__c__93__+M_s_1360__91__c__93__,0,106,226,332,Singleton,0.6807228915662651,0,1,10,11,Singleton,0.9090909090909091
M_s_2789__91__erm__93__+M_s_2968__91__erm__93__,0,106,226,332,Singleton,0.6807228915662651,0,7,4,11,Concordant,0.6363636363636364
M_s_2791__91__erm__93__+M_s_2968__91__erm__93__,0,107,225,332,Singleton,0.677710843373494,0,5,6,11,Singleton,0.5454545454545454
M_s_0427__91__c__93__+M_s_0794__91__c__93__+M_s_0991__91__c__93__+M_s_1399__91__c__93__,0,108,224,332,Singleton,0.6746987951807228,0,2,9,11,Singleton,0.8181818181818182
M_s_0551__91__c__93__+M_s_0803__91__c__93__+M_s_1360__91__c__93__,0,109,223,332,Singleton,0.6716867469879518,0,5,6,11,Singleton,0.5454545454545454
M_s_2840__91__lp__93__,0,109,223,332,Singleton,0.6716867469879518,0,4,7,11,Singleton,0.6363636363636364
M_s_2791__91__erm__93__+M_s_2972__91__erm__93__,0,111,221,332,Singleton,0.6656626506024096,0,3,8,11,Singleton,0.7272727272727273
M_s_0794__91__c__93__+M_s_0979__91__c__93__,0,111,221,332,Singleton,0.6656626506024096,0,5,6,11,Singleton,0.5454545454545454
M_s_0782__91__c__93__+M_s_0794__91__c__93__,0,111,221,332,Singleton,0.6656626506024096,0,5,6,11,Singleton,0.5454545454545454
M_s_0179__91__m__93__+M_s_0799__91__m__93__+M_s_1401__91__m__93__,0,220,112,332,Concordant,0.6626506024096386,0,7,4,11,Concordant,0.6363636363636364
M_s_1203__91__c__93__,0,220,112,332,Concordant,0.6626506024096386,0,7,4,11,Concordant,0.6363636363636364
M_s_0974__91__e__93__,0,113,219,332,Singleton,0.6596385542168675,0,5,6,11,Singleton,0.5454545454545454
M_s_0970__91__e__93__,0,113,219,332,Singleton,0.6596385542168675,0,5,6,11,Singleton,0.5454545454545454
M_s_0796__91__e__93__+M_s_0974__91__e__93__,0,113,219,332,Singleton,0.6596385542168675,0,5,6,11,Singleton,0.5454545454545454
M_s_0796__91__e__93__+M_s_0970__91__e__93__,0,113,219,332,Singleton,0.6596385542168675,0,5,6,11,Singleton,0.5454545454545454
M_s_0794__91__c__93__+M_s_1006__91__c__93__,0,113,219,332,Singleton,0.6596385542168675,0,3,8,11,Singleton,0.7272727272727273
M_s_0420__91__e__93__,113,219,0,332,Concordant,0.6596385542168675,5,6,0,11,Concordant,0.5454545454545454
M_s_2820__91__erm__93__,0,219,113,332,Concordant,0.6596385542168675,0,7,4,11,Concordant,0.6363636363636364
M_s_3181__91__erm__93__+M_s_3182__91__erm__93__,0,217,115,332,Concordant,0.6536144578313253,0,8,3,11,Concordant,0.7272727272727273
M_s_0799__91__m__93__+2_M_s_1401__91__m__93__,0,216,116,332,Concordant,0.6506024096385542,0,8,3,11,Concordant,0.7272727272727273
M_s_0291__91__c__93__+M_s_0456__91__c__93__,0,213,119,332,Concordant,0.641566265060241,0,8,3,11,Concordant,0.7272727272727273
M_s_1045__91__c__93__+M_s_1322__91__c__93__,0,213,119,332,Concordant,0.641566265060241,0,6,5,11,Concordant,0.5454545454545454
M_s_0633__91__c__93__+2_M_s_0794__91__c__93__,0,120,212,332,Singleton,0.6385542168674698,0,3,8,11,Singleton,0.7272727272727273
M_s_0568__91__c__93__+M_s_1543__91__c__93__,0,121,211,332,Singleton,0.6355421686746988,0,5,6,11,Singleton,0.5454545454545454
M_s_0306__91__c__93__+2_M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,121,211,332,Singleton,0.6355421686746988,0,4,7,11,Singleton,0.6363636363636364
M_s_2821__91__erm__93__+M_s_3441__91__erm__93__,0,125,207,332,Singleton,0.6234939759036144,0,2,9,11,Singleton,0.8181818181818182
M_s_0423__91__c__93__+M_s_0725__91__c__93__,0,207,125,332,Concordant,0.6234939759036144,0,8,3,11,Concordant,0.7272727272727273
M_s_0434__91__c__93__+M_s_1014__91__c__93__,0,207,125,332,Concordant,0.6234939759036144,0,5,6,11,Singleton,0.5454545454545454
M_s_0567__91__c__93__,0,125,207,332,Singleton,0.6234939759036144,0,0,11,11,Singleton,1.0
M_s_0178__91__c__93__+M_s_0991__91__c__93__,0,205,127,332,Concordant,0.6174698795180723,0,7,4,11,Concordant,0.6363636363636364
M_s_0306__91__c__93__+M_s_0654__91__c__93__,0,127,205,332,Singleton,0.6174698795180723,0,3,8,11,Singleton,0.7272727272727273
M_s_0567__91__c__93__+M_s_0794__91__c__93__+M_s_1559__91__c__93__,0,128,204,332,Singleton,0.6144578313253012,0,0,11,11,Singleton,1.0
M_s_0526__91__c__93__+M_s_0794__91__c__93__,0,129,203,332,Singleton,0.6114457831325302,0,5,6,11,Singleton,0.5454545454545454
M_s_0019__91__c__93__+M_s_0434__91__c__93__,0,130,202,332,Singleton,0.608433734939759,0,3,8,11,Singleton,0.7272727272727273
M_s_1413__91__c__93__,0,200,132,332,Concordant,0.6024096385542169,0,8,3,11,Concordant,0.7272727272727273
M_s_1416__91__c__93__+M_s_1569__91__c__93__,0,132,200,332,Singleton,0.6024096385542169,0,3,8,11,Singleton,0.7272727272727273
M_s_3182__91__erm__93__,0,200,132,332,Concordant,0.6024096385542169,0,8,3,11,Concordant,0.7272727272727273
M_s_0233__91__m__93__+M_s_0993__91__m__93__,0,133,199,332,Singleton,0.5993975903614458,0,4,7,11,Singleton,0.6363636363636364
M_s_3182__91__erm__93__+M_s_3187__91__erm__93__,0,199,133,332,Concordant,0.5993975903614458,0,7,4,11,Concordant,0.6363636363636364
M_s_1322__91__c__93__+M_s_1520__91__c__93__,0,198,134,332,Concordant,0.5963855421686747,0,3,8,11,Singleton,0.7272727272727273
M_s_0434__91__c__93__+M_s_1427__91__c__93__,0,198,134,332,Concordant,0.5963855421686747,0,5,6,11,Singleton,0.5454545454545454
M_s_0764__91__c__93__+M_s_1427__91__c__93__,0,198,134,332,Concordant,0.5963855421686747,0,5,6,11,Singleton,0.5454545454545454
M_s_0779__91__c__93__+M_s_1271__91__c__93__,0,198,134,332,Concordant,0.5963855421686747,0,7,4,11,Concordant,0.6363636363636364
M_s_0551__91__c__93__+M_s_0629__91__c__93__,0,197,135,332,Concordant,0.5933734939759037,0,5,6,11,Singleton,0.5454545454545454
M_s_3183__91__erm__93__,0,197,135,332,Concordant,0.5933734939759037,0,3,8,11,Singleton,0.7272727272727273
M_s_0577__91__c__93__,16,196,120,332,Concordant,0.5903614457831325,0,11,0,11,Concordant,1.0
M_s_1416__91__c__93__,0,196,136,332,Concordant,0.5903614457831325,0,3,8,11,Singleton,0.7272727272727273
M_s_0373__91__c__93__+M_s_0981__91__c__93__,0,194,138,332,Concordant,0.5843373493975904,0,7,4,11,Concordant,0.6363636363636364
M_s_3182__91__erm__93__+M_s_3197__91__erm__93__,0,194,138,332,Concordant,0.5843373493975904,0,8,3,11,Concordant,0.7272727272727273
M_s_0120__91__c__93__+M_s_0403__91__c__93__,0,192,140,332,Concordant,0.5783132530120482,0,5,6,11,Singleton,0.5454545454545454
M_s_2853__91__lp__93__+M_s_2945__91__lp__93__,0,143,189,332,Singleton,0.5692771084337349,0,5,6,11,Singleton,0.5454545454545454
M_s_2853__91__lp__93__+M_s_2947__91__lp__93__,0,143,189,332,Singleton,0.5692771084337349,0,6,5,11,Concordant,0.5454545454545454
M_s_1035__91__c__93__+M_s_1207__91__c__93__,0,188,144,332,Concordant,0.5662650602409639,0,7,4,11,Concordant,0.6363636363636364
M_s_0362__91__c__93__+M_s_1029__91__c__93__,0,185,147,332,Concordant,0.5572289156626506,0,6,5,11,Concordant,0.5454545454545454
M_s_0785__91__c__93__+M_s_0849__91__c__93__+M_s_0973__91__c__93__,0,184,148,332,Concordant,0.5542168674698795,0,7,4,11,Concordant,0.6363636363636364
M_s_0434__91__c__93__+M_s_0973__91__c__93__+M_s_0979__91__c__93__,0,148,184,332,Singleton,0.5542168674698795,0,5,6,11,Singleton,0.5454545454545454
M_s_0725__91__c__93__+M_s_0965__91__c__93__,0,184,148,332,Concordant,0.5542168674698795,0,7,4,11,Concordant,0.6363636363636364
M_s_0394__91__c__93__+M_s_0456__91__c__93__+M_s_0943__91__c__93__+M_s_1322__91__c__93__,0,184,148,332,Concordant,0.5542168674698795,0,5,6,11,Singleton,0.5454545454545454
M_s_1207__91__c__93__+M_s_1487__91__c__93__,0,183,149,332,Concordant,0.5512048192771084,0,8,3,11,Concordant,0.7272727272727273
M_s_0796__91__e__93__+M_s_4199__91__e__93__,182,150,0,332,Balanced,0.5481927710843374,1,10,0,11,Concordant,0.9090909090909091
M_s_2853__91__lp__93__+M_s_2944__91__lp__93__,0,150,182,332,Singleton,0.5481927710843374,0,6,5,11,Concordant,0.5454545454545454
M_s_0794__91__c__93__+M_s_3880__91__c__93__,182,150,0,332,Balanced,0.5481927710843374,1,10,0,11,Concordant,0.9090909090909091
M_s_4199__91__e__93__,182,150,0,332,Balanced,0.5481927710843374,1,10,0,11,Concordant,0.9090909090909091
M_s_0434__91__c__93__+M_s_0973__91__c__93__,0,180,152,332,Concordant,0.5421686746987951,0,4,7,11,Singleton,0.6363636363636364
M_s_0794__91__c__93__+M_s_1029__91__c__93__+M_s_1487__91__c__93__,0,176,156,332,Concordant,0.5301204819277109,0,6,5,11,Concordant,0.5454545454545454
M_s_0434__91__c__93__+M_s_0965__91__c__93__,0,176,156,332,Concordant,0.5301204819277109,0,6,5,11,Concordant,0.5454545454545454
M_s_0298__91__c__93__+M_s_0434__91__c__93__,0,173,159,332,Concordant,0.5210843373493976,0,6,5,11,Concordant,0.5454545454545454
M_s_2853__91__lp__93__+M_s_2946__91__lp__93__,0,160,172,332,Singleton,0.5180722891566265,0,1,10,11,Singleton,0.9090909090909091
M_s_0434__91__c__93__+M_s_0803__91__c__93__+M_s_0999__91__c__93__+M_s_1565__91__c__93__,0,171,161,332,Concordant,0.5150602409638554,0,3,8,11,Singleton,0.7272727272727273
M_s_0794__91__c__93__+M_s_1203__91__c__93__+M_s_1565__91__c__93__,0,171,161,332,Concordant,0.5150602409638554,0,3,8,11,Singleton,0.7272727272727273
M_s_1056__91__c__93__,0,171,161,332,Concordant,0.5150602409638554,0,5,6,11,Singleton,0.5454545454545454
M_s_0997__91__c__93__,0,170,162,332,Concordant,0.5120481927710844,0,10,1,11,Concordant,0.9090909090909091
